Below,Topics,Alpha,Beta,Coherence
1,8,0.01,symmetric,-4.476660512938253
1,8,0.31,0.01,-5.989248218214183
1,8,0.31,0.31,-10.539759126424688
1,8,0.31,0.61,-15.143537431978107
1,8,0.31,0.9099999999999999,-15.43922801270106
1,8,0.31,symmetric,-6.91245492827038
1,8,0.61,0.01,-6.007148542541948
1,8,0.61,0.31,-6.807758991448692
1,8,0.61,0.61,-4.0374935088902095
1,8,0.61,0.9099999999999999,-3.0538205158872906
1,8,0.61,symmetric,-6.103452232978386
1,8,0.9099999999999999,0.01,-5.731036552714766
1,8,0.9099999999999999,0.31,-3.538120781100247
1,8,0.9099999999999999,0.61,-2.634807223571138
1,8,0.9099999999999999,0.9099999999999999,-2.5661446706734186
1,8,0.9099999999999999,symmetric,-5.399694485863254
1,8,symmetric,0.01,-4.7321951773004205
1,8,symmetric,0.31,-10.277762883101357
1,8,symmetric,0.61,-16.32942547033675
1,8,symmetric,0.9099999999999999,-16.225431903166115
1,8,symmetric,symmetric,-5.733974371905773
1,8,asymmetric,0.01,-12.899008445839
1,8,asymmetric,0.31,-14.442934011446647
1,8,asymmetric,0.61,-13.513540058508607
1,8,asymmetric,0.9099999999999999,-12.707251404433837
1,8,asymmetric,symmetric,-15.781101863854925
1,9,0.01,0.01,-4.800537329359474
1,9,0.01,0.31,-8.677167987987081
1,9,0.01,0.61,-15.4437168980346
1,9,0.01,0.9099999999999999,-16.384014658907816
1,9,0.01,symmetric,-4.603776251642216
1,9,0.31,0.01,-6.588653171939274
1,9,0.31,0.31,-13.544488323555305
1,9,0.31,0.61,-15.313691870067522
1,9,0.31,0.9099999999999999,-15.82178053100636
1,9,0.31,symmetric,-8.628634580724018
1,9,0.61,0.01,-6.491300599852866
1,9,0.61,0.31,-7.436811747216276
1,9,0.61,0.61,-3.255113548753892
1,9,0.61,0.9099999999999999,-2.7690142825761517
1,9,0.61,symmetric,-6.258877446369127
1,9,0.9099999999999999,0.01,-6.898218779078208
1,9,0.9099999999999999,0.31,-3.1212403316961947
1,9,0.9099999999999999,0.61,-2.576446770556562
1,9,0.9099999999999999,0.9099999999999999,-2.5635504966108353
1,9,0.9099999999999999,symmetric,-6.332608650795334
1,9,symmetric,0.01,-5.61345094694602
1,9,symmetric,0.31,-12.050851035348797
1,9,symmetric,0.61,-16.562639103827802
1,9,symmetric,0.9099999999999999,-17.045010127203863
1,9,symmetric,symmetric,-5.5088227330050055
1,9,asymmetric,0.01,-12.978136170983003
1,9,asymmetric,0.31,-15.307380506618447
1,9,asymmetric,0.61,-14.920114351168527
1,9,asymmetric,0.9099999999999999,-15.015597847370394
1,9,asymmetric,symmetric,-14.80661640761776

